	seqnames	start	end	width	strand	name	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
15	chr1	37603201	37603599	399	*	18	0015	ENSMUSG00000026110	37552901	37552978	-	upstream	-50223	50223	NearestLocation
16	chr1	38829201	38829599	399	*	25	0016	ENSMUSG00000048814	38892616	38892935	-	downstream	63734	63017	NearestLocation
17	chr1	39903401	39903799	399	*	17	0017	ENSMUSG00000091937	39861028	39861189	-	upstream	-42212	42212	NearestLocation
18	chr1	41154601	41156599	1999	*	52	0018	ENSMUSG00000079588	40862446	40862732	+	downstream	292155	291869	NearestLocation
19	chr1	42565401	42565799	399	*	17	0019	ENSMUSG00000045515	42753991	42757052	+	upstream	-188590	188192	NearestLocation
20	chr1	43960001	43961399	1399	*	29	0020	ENSMUSG00000041763	43990847	43991098	+	upstream	-30846	29448	NearestLocation
21	chr1	45750601	45751399	799	*	28	0021	ENSMUSG00000025995	45852011	45852449	+	upstream	-101410	100612	NearestLocation
22	chr1	47390801	47391599	799	*	24	0022	ENSMUSG00000025986	46910316	46910891	-	upstream	-479910	479910	NearestLocation
23	chr1	55156401	55156599	199	*	14	0023	ENSMUSG00000073676	55144976	55145256	+	downstream	11425	11145	NearestLocation
24	chr1	56906001	56906399	399	*	17	0024	ENSMUSG00000038331	57027956	57028702	-	downstream	122701	121557	NearestLocation
25	chr1	64167601	64167999	399	*	28	0025	ENSMUSG00000025959	64167474	64168065	-	inside	464	66	NearestLocation
26	chr1	65901401	65902599	1199	*	28	0026	ENSMUSG00000025945	65973096	65973140	+	upstream	-71695	70497	NearestLocation
27	chr1	67513401	67513599	199	*	18	0027	ENSMUSG00000025991	67169600	67169864	+	downstream	343801	343537	NearestLocation
28	chr1	70373601	70373999	399	*	17	0028	ENSMUSG00000045648	70772289	70773012	+	upstream	-398688	398290	NearestLocation
29	chr1	70926001	70926399	399	*	17	0029	ENSMUSG00000045648	70772289	70773012	+	downstream	153712	152989	NearestLocation
30	chr1	72290401	72290799	399	*	27	0030	ENSMUSG00000039395	72258591	72258881	-	upstream	-31520	31520	NearestLocation
31	chr1	72945401	72945999	599	*	20	0031	ENSMUSG00000026185	72920380	72921458	-	upstream	-23943	23943	NearestLocation
32	chr1	73957401	73957599	199	*	15	0032	ENSMUSG00000055322	74170866	74171021	-	downstream	213620	213267	NearestLocation
33	chr1	75399201	75400399	1199	*	32	0033	ENSMUSG00000026207	75378713	75378749	+	downstream	20488	20452	NearestLocation
34	chr1	75441601	75443199	1599	*	37	0034	ENSMUSG00000033007	75447011	75447988	+	upstream	-5410	3812	NearestLocation
35	chr1	75444001	75444799	799	*	23	0035	ENSMUSG00000033007	75447011	75447988	+	upstream	-3010	2212	NearestLocation
36	chr1	77801001	77801199	199	*	17	0036	ENSMUSG00000026235	77511516	77511663	-	upstream	-289338	289338	NearestLocation
37	chr1	79262201	79262599	399	*	24	0037	ENSMUSG00000050711	79436531	79436665	-	downstream	174464	173932	NearestLocation
38	chr1	80118601	80119799	1199	*	23	0038	ENSMUSG00000043230	80209508	80210519	-	downstream	91918	89709	NearestLocation
39	chr1	85273001	85277799	4799	*	234	0039	ENSMUSG00000052477	85266608	85266753	-	upstream	-6248	6248	NearestLocation
40	chr1	87893801	87894199	399	*	17	0040	ENSMUSG00000026226	87918517	87918924	+	upstream	-24716	24318	NearestLocation
41	chr1	88379801	88380799	999	*	27	0041	ENSMUSG00000067125	88370234	88370581	+	downstream	9567	9220	NearestLocation
42	chr1	88398001	88399999	1999	*	47	0042	ENSMUSG00000026238	88423311	88423525	+	upstream	-25310	23312	NearestLocation
43	chr1	89055201	89056599	1399	*	46	0043	ENSMUSG00000026247	89052823	89053096	-	upstream	-2105	2105	NearestLocation
44	chr1	89257601	89259199	1599	*	30	0044	ENSMUSG00000048000	89251021	89251061	+	downstream	6580	6540	NearestLocation
45	chr1	89758201	89758799	599	*	26	0045	ENSMUSG00000070738	89749862	89750031	+	downstream	8339	8170	NearestLocation
46	chr1	90127201	90129199	1999	*	86	0046	ENSMUSG00000079429	90123595	90123803	+	downstream	3606	3398	NearestLocation
47	chr1	91147001	91148199	1199	*	33	0047	ENSMUSG00000036206	90966990	90967172	+	downstream	180011	179829	NearestLocation
48	chr1	93449201	93450999	1799	*	32	0048	ENSMUSG00000026311	93437142	93437441	+	downstream	12059	11760	NearestLocation
49	chr1	93626601	93627399	799	*	27	0049	ENSMUSG00000007805	93698038	93698726	+	upstream	-71437	70639	NearestLocation
50	chr1	94744601	94745199	599	*	20	0050	ENSMUSG00000034220	94728222	94728674	+	downstream	16379	15927	NearestLocation
51	chr1	96269401	96270999	1599	*	38	0051	ENSMUSG00000091447	96048774	96049507	+	downstream	220627	219894	NearestLocation
52	chr1	97205201	97206199	999	*	22	0052	ENSMUSG00000051185	97210205	97210827	+	upstream	-5004	4006	NearestLocation
53	chr1	102570601	102570999	399	*	19	0053	ENSMUSG00000067028	101669342	101669423	+	downstream	901259	901178	NearestLocation
54	chr1	105424601	105426199	1599	*	43	0054	ENSMUSG00000050840	106665106	106665475	+	upstream	-1240505	1238907	NearestLocation
55	chr1	109214801	109215399	599	*	28	0055	ENSMUSG00000073601	109174904	109174948	-	upstream	-39853	39853	NearestLocation
56	chr1	121073201	121075599	2399	*	30	0056	ENSMUSG00000048402	120949879	120949916	-	upstream	-123285	123285	NearestLocation
57	chr1	121692401	121692799	399	*	18	0057	ENSMUSG00000026384	121584187	121584214	-	upstream	-108187	108187	NearestLocation
58	chr1	129580601	129580999	399	*	17	0058	ENSMUSG00000026347	129574008	129574673	-	upstream	-5928	5928	NearestLocation
59	chr1	130543001	130544399	1399	*	33	0059	ENSMUSG00000045382	130488766	130488867	-	upstream	-54134	54134	NearestLocation
60	chr1	130715401	130715599	199	*	15	0060	ENSMUSG00000045382	130488766	130488867	-	upstream	-226534	226534	NearestLocation
61	chr1	133940201	133940999	799	*	28	0061	ENSMUSG00000059149	133964240	133964639	-	downstream	24438	23241	NearestLocation
62	chr1	134027601	134028599	999	*	52	0062	ENSMUSG00000026437	134035987	134036262	-	downstream	8661	7388	NearestLocation
63	chr1	135505801	135506799	999	*	29	0063	ENSMUSG00000090553	135506295	135506624	-	includeFeature	823	175	NearestLocation
64	chr1	137326601	137326999	399	*	17	0064	ENSMUSG00000041879	137326845	137327035	-	overlapEnd	434	36	NearestLocation
65	chr1	141311601	141311999	399	*	18	0065	ENSMUSG00000033964	141318960	141319000	+	upstream	-7359	6961	NearestLocation
66	chr1	144473601	144474599	999	*	29	0066	ENSMUSG00000078284	145452292	145453738	-	downstream	980137	977693	NearestLocation
67	chr1	144645001	144645999	999	*	25	0067	ENSMUSG00000078284	145452292	145453738	-	downstream	808737	806293	NearestLocation
68	chr1	147833801	147833999	199	*	14	0068	ENSMUSG00000090323	148267564	148267896	+	upstream	-433763	433565	NearestLocation
69	chr1	148773201	148773999	799	*	20	0069	ENSMUSG00000053988	149127888	149129072	-	downstream	355871	353889	NearestLocation
70	chr1	152287001	152287599	599	*	21	0070	ENSMUSG00000006014	152312628	152312728	-	downstream	25727	25029	NearestLocation
71	chr1	154748601	154750399	1799	*	59	0071	ENSMUSG00000042772	154749639	154749776	-	includeFeature	1175	623	NearestLocation
72	chr1	155995601	155995999	399	*	17	0072	ENSMUSG00000066797	156051227	156052804	+	upstream	-55626	55228	NearestLocation
73	chr1	156703401	156703799	399	*	22	0073	ENSMUSG00000004110	156572780	156573049	-	upstream	-130352	130352	NearestLocation
74	chr1	159920001	159920399	399	*	22	0074	ENSMUSG00000004031	160285648	160286391	-	downstream	366390	365249	NearestLocation
75	chr1	164640401	164641199	799	*	25	0075	ENSMUSG00000040225	164670456	164670681	-	downstream	30280	29257	NearestLocation
76	chr1	165333401	165334199	799	*	25	0076	ENSMUSG00000040124	165333654	165333772	-	includeFeature	371	253	NearestLocation
77	chr1	168518001	168518799	799	*	21	0077	ENSMUSG00000051081	168577630	168577824	-	downstream	59823	58831	NearestLocation
78	chr1	168783601	168784199	599	*	30	0078	ENSMUSG00000060568	168931563	168931959	+	upstream	-147962	147364	NearestLocation
79	chr1	173176001	173177999	1999	*	47	0079	ENSMUSG00000013593	173177125	173177253	-	includeFeature	1252	746	NearestLocation
80	chr1	173178801	173179599	799	*	34	0080	ENSMUSG00000006403	173180552	173181600	+	upstream	-1751	953	NearestLocation
81	chr1	173259801	173260399	599	*	23	0081	ENSMUSG00000013973	173259276	173259657	+	downstream	525	144	NearestLocation
82	chr1	173949001	173949799	799	*	29	0082	ENSMUSG00000026556	173958496	173958575	-	downstream	9574	8697	NearestLocation
83	chr1	174146201	174147199	999	*	28	0083	ENSMUSG00000007122	174149543	174149999	-	downstream	3798	2344	NearestLocation
84	chr1	180267201	180268399	1199	*	29	0084	ENSMUSG00000039630	180267084	180267859	-	overlapStart	658	117	NearestLocation
85	chr1	181951001	181951399	399	*	18	0085	ENSMUSG00000026490	181890603	181891418	+	downstream	60398	59583	NearestLocation
86	chr1	182351401	182351999	599	*	24	0086	ENSMUSG00000053963	182413259	182413598	-	downstream	62197	61260	NearestLocation
87	chr1	183669801	183670199	399	*	18	0087	ENSMUSG00000047369	183671167	183671464	+	upstream	-1366	968	NearestLocation
88	chr1	186388201	186388399	199	*	14	0088	ENSMUSG00000039377	186555438	186556498	-	downstream	168297	167039	NearestLocation
89	chr1	193193401	193194799	1399	*	35	0089	ENSMUSG00000026626	193220899	193220919	-	downstream	27518	26100	NearestLocation
90	chr1	194172601	194173199	599	*	22	0090	ENSMUSG00000058248	194014666	194014968	+	downstream	157935	157633	NearestLocation
91	chr1	194286401	194286999	599	*	31	0091	ENSMUSG00000058248	194014666	194014968	+	downstream	271735	271433	NearestLocation
92	chr1	195092201	195092399	199	*	16	0092	ENSMUSG00000016194	195090142	195090248	-	upstream	-1953	1953	NearestLocation
93	chr1	195852801	195852999	199	*	14	0093	ENSMUSG00000016179	195196369	195196436	-	upstream	-656365	656365	NearestLocation
94	chr2	5872801	5873599	799	*	33	0094	ENSMUSG00000043241	5872515	5872599	+	downstream	286	202	NearestLocation
95	chr2	6908601	6908999	399	*	23	0095	ENSMUSG00000062319	6871499	6872726	-	upstream	-35875	35875	NearestLocation
96	chr2	11582201	11583399	1199	*	27	0096	ENSMUSG00000026770	11564419	11564691	+	downstream	17782	17510	NearestLocation
97	chr2	14141001	14141399	399	*	20	0097	ENSMUSG00000026712	14151041	14151200	+	upstream	-10040	9642	NearestLocation
98	chr2	16949201	16949399	199	*	14	0098	ENSMUSG00000026748	16277931	16278864	+	downstream	671270	670337	NearestLocation
99	chr2	25412801	25413799	999	*	23	0099	ENSMUSG00000015092	25413367	25413549	+	includeFeature	-566	250	NearestLocation
100	chr2	27099401	27100399	999	*	28	0100	ENSMUSG00000009614	27102173	27102786	-	downstream	3385	1774	NearestLocation
101	chr2	30124201	30124599	399	*	22	0101	ENSMUSG00000079484	30122383	30122461	+	downstream	1818	1740	NearestLocation
102	chr2	30271401	30271999	599	*	25	0102	ENSMUSG00000039515	30271657	30271852	+	includeFeature	-256	147	NearestLocation
103	chr2	31049001	31049399	399	*	18	0103	ENSMUSG00000000194	31007836	31008001	+	downstream	41165	41000	NearestLocation
104	chr2	32018201	32019999	1799	*	32	0104	ENSMUSG00000039262	32006602	32006811	+	downstream	11599	11390	NearestLocation
105	chr2	32616201	32616999	799	*	22	0105	ENSMUSG00000009563	32612775	32612970	+	downstream	3426	3231	NearestLocation
106	chr2	33294601	33295999	1399	*	41	0106	ENSMUSG00000068966	33286751	33286844	-	upstream	-7757	7757	NearestLocation
107	chr2	35098801	35099799	999	*	25	0107	ENSMUSG00000026879	35111927	35111993	+	upstream	-13126	12128	NearestLocation
108	chr2	42757601	42758599	999	*	26	0108	ENSMUSG00000049252	42508255	42509118	-	upstream	-248483	248483	NearestLocation
109	chr2	45397401	45397999	599	*	20	0109	ENSMUSG00000026872	44968343	44968799	-	upstream	-428602	428602	NearestLocation
110	chr2	48568601	48570399	1799	*	33	0110	ENSMUSG00000052155	48669629	48670346	+	upstream	-101028	99230	NearestLocation
111	chr2	49834801	49835599	799	*	20	0111	ENSMUSG00000050447	49921982	49922104	+	upstream	-87181	86383	NearestLocation
112	chr2	51049401	51050799	1399	*	31	0112	ENSMUSG00000017144	51004245	51004631	-	upstream	-44770	44770	NearestLocation
113	chr2	51927201	51928199	999	*	34	0113	ENSMUSG00000036202	51928357	51928386	+	upstream	-1156	158	NearestLocation
114	chr2	51929001	51929399	399	*	18	0114	ENSMUSG00000036202	51928357	51928386	+	downstream	644	615	NearestLocation
115	chr2	51933401	51934599	1199	*	33	0115	ENSMUSG00000036202	51928357	51928386	+	downstream	5044	5015	NearestLocation
116	chr2	57179001	57179599	599	*	19	0116	ENSMUSG00000026827	57090089	57090399	+	downstream	88912	88602	NearestLocation
117	chr2	58665201	58666199	999	*	24	0117	ENSMUSG00000079353	58759370	58759394	+	upstream	-94169	93171	NearestLocation
118	chr2	70450001	70450799	799	*	22	0118	ENSMUSG00000014959	70499633	70499817	+	upstream	-49632	48834	NearestLocation
119	chr2	70789801	70790599	799	*	21	0119	ENSMUSG00000041975	70893428	70893640	-	downstream	103839	102829	NearestLocation
120	chr2	78968201	78969199	999	*	25	0120	ENSMUSG00000027009	79095583	79095850	+	upstream	-127382	126384	NearestLocation
121	chr2	82549001	82550399	1399	*	32	0121	ENSMUSG00000075249	82789657	82789685	+	upstream	-240656	239258	NearestLocation
122	chr2	84583001	84584399	1399	*	85	0122	ENSMUSG00000034059	84574215	84574450	+	downstream	8786	8551	NearestLocation
123	chr2	84885601	84886799	1199	*	44	0123	ENSMUSG00000033955	84890617	84890717	+	upstream	-5016	3818	NearestLocation
124	chr2	84981001	84981399	399	*	18	0124	ENSMUSG00000044338	84976517	84980079	+	downstream	4484	922	NearestLocation
125	chr2	86583801	86584199	399	*	18	0125	ENSMUSG00000075173	86572832	86573767	-	upstream	-10034	10034	NearestLocation
126	chr2	86732401	86733399	999	*	23	0126	ENSMUSG00000075170	86732057	86732320	-	upstream	-81	81	NearestLocation
127	chr2	90687601	90688199	599	*	23	0127	ENSMUSG00000027282	90687335	90687542	+	downstream	266	59	NearestLocation
128	chr2	93565601	93565799	199	*	17	0128	ENSMUSG00000040310	93482541	93483245	+	downstream	83060	82356	NearestLocation
129	chr2	109766801	109767799	999	*	28	0129	ENSMUSG00000050199	109757804	109758462	+	downstream	8997	8339	NearestLocation
130	chr2	111233801	111234599	799	*	24	0130	ENSMUSG00000062280	111248574	111249455	+	upstream	-14773	13975	NearestLocation
131	chr2	111604201	111605399	1199	*	28	0131	ENSMUSG00000057149	111594408	111595346	+	downstream	9793	8855	NearestLocation
132	chr2	113385801	113386999	1199	*	27	0132	ENSMUSG00000074934	113598648	113598803	-	downstream	213002	211649	NearestLocation
133	chr2	113687401	113688599	1199	*	31	0133	ENSMUSG00000041219	113688118	113688813	-	overlapEnd	1412	214	NearestLocation
134	chr2	113833601	113833999	399	*	20	0134	ENSMUSG00000068615	113838800	113839355	-	downstream	5754	4801	NearestLocation
135	chr2	117699801	117701799	1999	*	31	0135	ENSMUSG00000040152	117937612	117937811	+	upstream	-237811	235813	NearestLocation
136	chr2	119189601	119190399	799	*	23	0136	ENSMUSG00000027313	119176965	119177372	+	downstream	12636	12229	NearestLocation
137	chr2	120791601	120792599	999	*	32	0137	ENSMUSG00000027272	120796258	120796451	-	downstream	4850	3659	NearestLocation
138	chr2	121096601	121096799	199	*	15	0138	ENSMUSG00000027254	121115336	121115608	+	upstream	-18735	18537	NearestLocation
139	chr2	123106001	123106399	399	*	19	0139	ENSMUSG00000005803	122610697	122610930	+	downstream	495304	495071	NearestLocation
140	chr2	128830201	128830599	399	*	22	0140	ENSMUSG00000074807	128792329	128793461	-	upstream	-36740	36740	NearestLocation
141	chr2	130046001	130047399	1399	*	30	0141	ENSMUSG00000060332	130020930	130021130	+	downstream	25071	24871	NearestLocation
142	chr2	132171001	132171399	399	*	16	0142	ENSMUSG00000050558	132210992	132211163	-	downstream	40162	39593	NearestLocation
143	chr2	132279401	132280199	799	*	27	0143	ENSMUSG00000050558	132210992	132211163	-	upstream	-68238	68238	NearestLocation
144	chr2	135634801	135635199	399	*	26	0144	ENSMUSG00000039943	135567566	135567623	+	downstream	67235	67178	NearestLocation
145	chr2	135859401	135859799	399	*	16	0145	ENSMUSG00000027270	135877975	135878108	+	upstream	-18574	18176	NearestLocation
146	chr2	136729401	136730799	1399	*	48	0146	ENSMUSG00000027274	136716779	136717125	-	upstream	-12276	12276	NearestLocation
147	chr2	137031601	137032599	999	*	28	0147	ENSMUSG00000027276	136941913	136942380	-	upstream	-89221	89221	NearestLocation
148	chr2	141094601	141095599	999	*	24	0148	ENSMUSG00000051379	140496982	140497205	-	upstream	-597396	597396	NearestLocation
149	chr2	141130001	141130599	599	*	19	0149	ENSMUSG00000051379	140496982	140497205	-	upstream	-632796	632796	NearestLocation
150	chr2	141698801	141699599	799	*	24	0150	ENSMUSG00000038844	142727061	142727267	-	downstream	1028466	1027462	NearestLocation
151	chr2	143982201	143982599	399	*	23	0151	ENSMUSG00000027424	144096399	144096750	+	upstream	-114198	113800	NearestLocation
152	chr2	148330801	148331199	399	*	18	0152	ENSMUSG00000027435	148267251	148269299	-	upstream	-61502	61502	NearestLocation
153	chr2	153171401	153172199	799	*	20	0153	ENSMUSG00000042548	153171581	153172126	+	includeFeature	-180	73	NearestLocation
154	chr2	153581401	153581999	599	*	21	0154	ENSMUSG00000027479	153567010	153567155	+	downstream	14391	14246	NearestLocation
155	chr2	154251801	154253599	1799	*	45	0155	ENSMUSG00000038533	154262217	154262372	+	upstream	-10416	8618	NearestLocation
156	chr2	155340801	155341799	999	*	34	0156	ENSMUSG00000027603	155340365	155340584	-	upstream	-217	217	NearestLocation
157	chr2	156047401	156047799	399	*	17	0157	ENSMUSG00000038116	156022202	156022282	+	downstream	25199	25119	NearestLocation
158	chr2	156309801	156311599	1799	*	99	0158	ENSMUSG00000027628	156373320	156373619	+	upstream	-63519	61721	NearestLocation
159	chr2	156323601	156325199	1599	*	36	0159	ENSMUSG00000027628	156373320	156373619	+	upstream	-49719	48121	NearestLocation
160	chr2	156532001	156532399	399	*	20	0160	ENSMUSG00000067818	156601156	156601242	+	upstream	-69155	68757	NearestLocation
161	chr2	158484401	158484799	399	*	18	0161	ENSMUSG00000037754	158491134	158491345	+	upstream	-6733	6335	NearestLocation
162	chr2	161214001	161214799	799	*	26	0162	ENSMUSG00000057133	160934725	160934758	-	upstream	-279243	279243	NearestLocation
163	chr2	163153401	163153799	399	*	17	0163	ENSMUSG00000017817	163222884	163223685	-	downstream	70284	69085	NearestLocation
164	chr2	163278401	163279199	799	*	26	0164	ENSMUSG00000017943	163264212	163264461	+	downstream	14189	13940	NearestLocation
165	chr2	163508201	163510399	2199	*	62	0165	ENSMUSG00000035268	163484122	163484228	+	downstream	24079	23973	NearestLocation
166	chr2	165699001	165701399	2399	*	56	0166	ENSMUSG00000039671	165710108	165710179	-	downstream	11178	8709	NearestLocation
167	chr2	165705801	165707399	1599	*	57	0167	ENSMUSG00000039671	165710108	165710179	-	downstream	4378	2709	NearestLocation
168	chr2	165708001	165709999	1999	*	46	0168	ENSMUSG00000039671	165710108	165710179	-	downstream	2178	109	NearestLocation
169	chr2	165711001	165712799	1799	*	35	0169	ENSMUSG00000039671	165710108	165710179	-	upstream	-822	822	NearestLocation
170	chr2	165818401	165819399	999	*	32	0170	ENSMUSG00000027678	165818136	165818258	+	downstream	265	143	NearestLocation
171	chr2	173985401	173985999	599	*	30	0171	ENSMUSG00000039263	173936655	173936763	+	downstream	48746	48638	NearestLocation
172	chr2	181254201	181254799	599	*	32	0172	ENSMUSG00000000826	181255231	181255402	+	upstream	-1030	432	NearestLocation
173	chr3	7408201	7408399	199	*	15	0173	ENSMUSG00000027499	7366604	7366752	+	downstream	41597	41449	NearestLocation
174	chr3	8050401	8052199	1799	*	52	0174	ENSMUSG00000040329	7613171	7613722	-	upstream	-436679	436679	NearestLocation
175	chr3	14422401	14422599	199	*	15	0175	ENSMUSG00000039710	14480697	14481457	+	upstream	-58296	58098	NearestLocation
176	chr3	17384801	17386799	1999	*	42	0176	ENSMUSG00000074674	17683514	17686898	-	downstream	302097	296715	NearestLocation
177	chr3	21253601	21253999	399	*	19	0177	ENSMUSG00000027630	21975574	21975876	+	upstream	-721973	721575	NearestLocation
178	chr3	21540801	21541199	399	*	20	0178	ENSMUSG00000027630	21975574	21975876	+	upstream	-434773	434375	NearestLocation
179	chr3	27226801	27227799	999	*	25	0179	ENSMUSG00000039304	27215950	27216212	+	downstream	10851	10589	NearestLocation
180	chr3	29405401	29406399	999	*	28	0180	ENSMUSG00000063600	28980945	28981132	+	downstream	424456	424269	NearestLocation
181	chr3	30613801	30614799	999	*	28	0181	ENSMUSG00000074653	30590079	30590222	-	upstream	-23579	23579	NearestLocation
182	chr3	30992201	30992999	799	*	30	0182	ENSMUSG00000027660	30993980	30994079	+	upstream	-1779	981	NearestLocation
183	chr3	34547001	34548399	1399	*	43	0183	ENSMUSG00000074637	34548927	34551383	+	upstream	-1926	528	NearestLocation
184	chr3	35725801	35726399	599	*	23	0184	ENSMUSG00000037400	35653056	35653332	+	downstream	72745	72469	NearestLocation
185	chr3	37911401	37911799	399	*	17	0185	ENSMUSG00000064315	38006330	38006877	-	downstream	95476	94531	NearestLocation
186	chr3	47745201	47745399	199	*	14	0186	ENSMUSG00000037910	48412620	48413023	-	downstream	667822	667221	NearestLocation
187	chr3	50023401	50023599	199	*	14	0187	ENSMUSG00000027737	50246907	50247535	-	downstream	224134	223308	NearestLocation
188	chr3	51219801	51220799	999	*	33	0188	ENSMUSG00000063273	51219938	51220298	+	includeFeature	-137	137	NearestLocation
189	chr3	52910601	52911599	999	*	32	0189	ENSMUSG00000048332	52845450	52845696	+	downstream	65151	64905	NearestLocation
190	chr3	55912601	55913799	1199	*	31	0190	ENSMUSG00000027799	55986894	55987623	-	downstream	75022	73095	NearestLocation
191	chr3	56008801	56008999	199	*	15	0191	ENSMUSG00000027799	55986894	55987623	-	upstream	-21178	21178	NearestLocation
192	chr3	56304001	56304199	199	*	16	0192	ENSMUSG00000027799	55986894	55987623	-	upstream	-316378	316378	NearestLocation
193	chr3	57520401	57520799	399	*	17	0193	ENSMUSG00000036503	57539993	57540122	+	upstream	-19592	19194	NearestLocation
194	chr3	58856401	58856799	399	*	24	0194	ENSMUSG00000056476	58810900	58811022	+	downstream	45501	45379	NearestLocation
195	chr3	58914601	58915399	799	*	24	0195	ENSMUSG00000050075	58905509	58905743	-	upstream	-8858	8858	NearestLocation
196	chr3	59375201	59376399	1199	*	41	0196	ENSMUSG00000090527	59533708	59533878	+	upstream	-158507	157309	NearestLocation
197	chr3	61437801	61438199	399	*	21	0197	ENSMUSG00000053706	61166172	61169873	-	upstream	-267928	267928	NearestLocation
198	chr3	68787001	68787999	999	*	26	0198	ENSMUSG00000027778	68808354	68808465	-	downstream	21464	20355	NearestLocation
199	chr3	80561401	80562199	799	*	22	0199	ENSMUSG00000033981	80606219	80606713	-	downstream	45312	44020	NearestLocation
200	chr3	87190801	87190999	199	*	15	0200	ENSMUSG00000059994	87180309	87180447	+	downstream	10492	10354	NearestLocation
201	chr3	87460401	87461799	1399	*	33	0201	ENSMUSG00000060209	87483528	87483991	-	downstream	23590	21729	NearestLocation
202	chr3	87584201	87584799	599	*	19	0202	ENSMUSG00000028073	87572800	87572870	-	upstream	-11331	11331	NearestLocation
203	chr3	87711401	87711799	399	*	27	0203	ENSMUSG00000004897	87710974	87711087	+	downstream	427	314	NearestLocation
204	chr3	88334401	88336399	1999	*	43	0204	ENSMUSG00000074480	88336317	88336770	+	overlapStart	-1916	82	NearestLocation
205	chr3	88370801	88371199	399	*	19	0205	ENSMUSG00000041355	88383593	88383956	+	upstream	-12792	12394	NearestLocation
206	chr3	89856001	89856999	999	*	29	0206	ENSMUSG00000027942	89856751	89857041	+	overlapStart	-750	42	NearestLocation
207	chr3	92847601	92848799	1199	*	27	0207	ENSMUSG00000027912	92822939	92822982	-	upstream	-24619	24619	NearestLocation
208	chr3	93622601	93623599	999	*	33	0208	ENSMUSG00000058005	93629942	93631039	+	upstream	-7341	6343	NearestLocation
209	chr3	94176001	94177199	1199	*	52	0209	ENSMUSG00000028150	94176716	94176853	+	includeFeature	-715	346	NearestLocation
210	chr3	94349201	94349599	399	*	23	0210	ENSMUSG00000028136	94386298	94386601	-	downstream	37400	36699	NearestLocation
211	chr3	94908401	94910799	2399	*	40	0211	ENSMUSG00000028126	94910298	94910797	-	includeFeature	2396	2	NearestLocation
212	chr3	94912801	94917399	4599	*	128	0212	ENSMUSG00000008958	94914944	94915136	+	includeFeature	-2143	2143	NearestLocation
213	chr3	95468601	95469999	1399	*	42	0213	ENSMUSG00000038612	95462643	95462913	+	downstream	5958	5688	NearestLocation
214	chr3	95755201	95756799	1599	*	66	0214	ENSMUSG00000015749	95733464	95733573	+	downstream	21737	21628	NearestLocation
215	chr3	96141401	96142599	1199	*	33	0215	ENSMUSG00000015947	96097828	96097892	-	upstream	-43509	43509	NearestLocation
216	chr3	97058401	97059799	1399	*	28	0216	ENSMUSG00000038256	97031141	97031287	-	upstream	-27114	27114	NearestLocation
217	chr3	102028601	102028999	399	*	16	0217	ENSMUSG00000027860	102008435	102008616	-	upstream	-19985	19985	NearestLocation
218	chr3	107009801	107010199	399	*	17	0218	ENSMUSG00000046213	107024563	107024650	-	downstream	14849	14364	NearestLocation
219	chr3	107775601	107776199	599	*	20	0219	ENSMUSG00000004038	107772023	107772201	-	upstream	-3400	3400	NearestLocation
220	chr3	108349401	108351399	1999	*	53	0220	ENSMUSG00000027886	108340459	108340617	+	downstream	8942	8784	NearestLocation
221	chr3	110626401	110628199	1799	*	32	0221	ENSMUSG00000049300	110052605	110053916	-	upstream	-572485	572485	NearestLocation
